target,config,smape_percent,fold_1_smape_percent,fold_2_smape_percent,fold_3_smape_percent,fold_4_smape_percent,fold_5_smape_percent
Q0_EBITDA,l1,45.46976895258313,45.498065785724926,46.003261728889676,45.711432780983415,45.30815554300797,44.827928924309674
Q0_EBITDA,large_leaf,48.326241603630095,48.42631297080905,49.09469485616618,48.61616531034534,47.90816040442641,47.5858744764035
Q0_EBITDA,baseline,50.35544376969212,50.547931853485565,51.22324037724225,50.560275426437286,50.06645239212983,49.37931879916568
Q0_EBITDA,slow,50.37677615188871,50.36896018147531,51.29460823162974,50.65137812550068,50.06058031846769,49.50835390237016
Q0_EBITDA,small_leaf,54.04538107583231,54.492601637093706,54.60068118739255,54.16571459226402,53.607126444391874,53.36078151801943
