target,config,smape_percent,fold_1_smape_percent,fold_2_smape_percent,fold_3_smape_percent,fold_4_smape_percent,fold_5_smape_percent
Q0_TOTAL_STOCKHOLDERS_EQUITY,large_leaf,7.574710175745328,7.395390841074634,7.551702938701019,7.587207535999053,7.454780782623582,7.884468780328345
Q0_TOTAL_STOCKHOLDERS_EQUITY,baseline,9.291717422279614,9.173400930255566,9.255712277646303,9.305072856683246,9.323488833943097,9.400912212869848
Q0_TOTAL_STOCKHOLDERS_EQUITY,slow,9.318873532038197,9.022237894030258,9.210780966603384,9.399429518549208,9.41044416985783,9.551475111150307
Q0_TOTAL_STOCKHOLDERS_EQUITY,l1,9.738074308468523,9.954628857365167,10.83509969910768,10.44859788720079,8.720219654571364,8.73182544409761
Q0_TOTAL_STOCKHOLDERS_EQUITY,small_leaf,12.052135787565478,11.784640860418047,11.881374359115721,12.048392179884642,12.30009070488571,12.246180833523262
