target,method,smape_percent,sign_accuracy_percent
Q0_EBITDA,direct_arcsinh,50.35544376969212,92.831
Q0_EBITDA,margin,50.125463250085886,92.23599999999999
Q0_EBITDA,sign_magnitude,42.91050091558507,93.31700000000001
Q0_EBITDA,residual,48.64071531317703,92.892
