target,locked_smape_percent,candidate_smape_percent,improvement_pp
Q0_TOTAL_ASSETS,4.27399278506879,3.3397125990345318,0.9342801860342584
Q0_TOTAL_LIABILITIES,9.486424493517273,5.522326474879172,3.9640980186381007
Q0_TOTAL_STOCKHOLDERS_EQUITY,10.157211659896337,6.968668538540693,3.188543121355644
Q0_GROSS_PROFIT,23.090822015736215,20.550079718134327,2.540742297601888
Q0_COST_OF_REVENUES,18.05066334952094,10.146927439008154,7.9037359105127845
Q0_REVENUES,13.774322521896332,8.354502350550002,5.4198201713463305
Q0_OPERATING_INCOME,50.60187758148219,42.66639129501958,7.935486286462613
Q0_OPERATING_EXPENSES,11.014514537565363,8.513547581034313,2.50096695653105
Q0_EBITDA,50.408038187305195,43.085312397609655,7.322725789695539
