fold,locked_mean_smape_percent,candidate_mean_smape_percent,improvement_pp
1,20.957403081930767,16.361298582195065,4.596104499735702
2,21.386738786485562,16.766783680501288,4.619955105984275
3,21.314296380558844,16.578742480411,4.735553900147842
4,21.212491232575175,16.565466753464314,4.647024479110861
5,21.101077300939753,16.434040968679728,4.667036332260025
