target,locked_smape_percent,candidate_smape_percent,improvement_pp
Q0_TOTAL_ASSETS,4.270730952259492,3.326400327463354,0.9443306247961383
Q0_TOTAL_LIABILITIES,9.550491835501832,5.51538397867044,4.0351078568313925
Q0_TOTAL_STOCKHOLDERS_EQUITY,10.19141965045408,6.977744481061716,3.2136751693923635
Q0_GROSS_PROFIT,23.056816325763204,20.553646081823477,2.503170243939728
Q0_COST_OF_REVENUES,18.05066334952094,10.047798797443502,8.002864552077437
Q0_REVENUES,13.759898926666086,8.315672124563443,5.4442268021026425
Q0_OPERATING_INCOME,50.52245684165011,42.67676156025961,7.845695281390505
Q0_OPERATING_EXPENSES,10.991690556974318,8.547490170581899,2.444200386392419
Q0_EBITDA,50.35544376969212,42.91050091558507,7.444942854107055
